target_contrast	fold
ENSG00000115137	0
ENSG00000115145	3
ENSG00000115159	1
ENSG00000115165	0
ENSG00000115204	2
ENSG00000115232	2
ENSG00000115234	2
ENSG00000115241	4
ENSG00000115271	4
ENSG00000115275	1
ENSG00000115282	1
ENSG00000115286	1
ENSG00000115289	3
ENSG00000115295	1
ENSG00000115325	3
ENSG00000115350	2
ENSG00000115415	3
ENSG00000115419	4
ENSG00000115464	2
ENSG00000115504	1
ENSG00000115520	1
ENSG00000115523	4
ENSG00000115525	0
ENSG00000115526	0
ENSG00000115548	4
ENSG00000115604	1
ENSG00000115607	1
ENSG00000115652	4
ENSG00000115661	2
ENSG00000115687	3
ENSG00000115694	4
ENSG00000115756	1
ENSG00000115758	1
ENSG00000115762	1
ENSG00000115808	0
ENSG00000115825	1
ENSG00000115839	3
ENSG00000115840	3
ENSG00000115902	3
ENSG00000115904	3
ENSG00000115944	3
ENSG00000115966	3
ENSG00000115970	2
ENSG00000115977	1
ENSG00000116001	2
ENSG00000116005	4
ENSG00000116062	1
ENSG00000116127	3
ENSG00000116133	3
ENSG00000116171	0
ENSG00000116199	2
ENSG00000116260	1
ENSG00000116266	1
ENSG00000116273	4
ENSG00000116288	0
ENSG00000116337	4
ENSG00000116350	0
ENSG00000116353	1
ENSG00000116406	4
ENSG00000116478	1
ENSG00000116521	2
ENSG00000116539	2
ENSG00000116584	0
ENSG00000116604	2
ENSG00000116649	0
ENSG00000116663	3
ENSG00000116667	4
ENSG00000116678	4
ENSG00000116679	4
ENSG00000116685	3
ENSG00000116691	3
ENSG00000116704	2
ENSG00000116717	1
ENSG00000116741	4
ENSG00000116771	0
ENSG00000116793	4
ENSG00000116815	0
ENSG00000116824	4
ENSG00000116857	0
ENSG00000116863	0
ENSG00000116871	0
ENSG00000116874	1
ENSG00000116918	0
ENSG00000116954	0
ENSG00000116977	1
ENSG00000117000	1
ENSG00000117010	2
ENSG00000117020	2
ENSG00000117036	4
ENSG00000117054	2
ENSG00000117090	3
ENSG00000117091	3
ENSG00000117139	0
ENSG00000117143	3
ENSG00000117151	0
ENSG00000117153	1
ENSG00000117226	4
ENSG00000117228	4
ENSG00000117280	4
ENSG00000117308	3
ENSG00000117335	3
ENSG00000117385	2
ENSG00000117394	2
ENSG00000117419	0
ENSG00000117450	0
ENSG00000117479	2
ENSG00000117481	0
ENSG00000117505	3
ENSG00000117523	3
ENSG00000117528	2
ENSG00000117533	2
ENSG00000117569	1
ENSG00000117592	1
ENSG00000117602	3
ENSG00000117616	1
ENSG00000117620	0
ENSG00000117625	2
ENSG00000117640	4
ENSG00000117650	1
ENSG00000117724	2
ENSG00000117899	3
ENSG00000117906	4
ENSG00000117984	4
ENSG00000118007	2
ENSG00000118096	4
ENSG00000118193	3
ENSG00000118217	4
ENSG00000118242	0
ENSG00000118246	2
ENSG00000118260	3
ENSG00000118263	0
ENSG00000118308	4
ENSG00000118418	0
ENSG00000118482	4
ENSG00000118496	3
ENSG00000118513	0
ENSG00000118515	3
ENSG00000118518	0
ENSG00000118564	1
ENSG00000118596	3
ENSG00000118600	3
ENSG00000118620	3
ENSG00000118640	0
ENSG00000118707	2
ENSG00000118762	4
ENSG00000118855	0
ENSG00000118873	4
ENSG00000118922	4
ENSG00000118960	4
ENSG00000118961	3
ENSG00000118971	4
ENSG00000119004	0
ENSG00000119013	4
ENSG00000119138	4
ENSG00000119314	0
ENSG00000119318	3
ENSG00000119333	2
ENSG00000119335	3
ENSG00000119396	0
ENSG00000119397	0
ENSG00000119414	1
ENSG00000119421	4
ENSG00000119431	1
ENSG00000119471	3
ENSG00000119487	2
ENSG00000119537	0
ENSG00000119541	2
ENSG00000119574	0
ENSG00000119599	3
ENSG00000119632	3
ENSG00000119638	1
ENSG00000119640	3
ENSG00000119650	1
ENSG00000119661	3
ENSG00000119669	0
ENSG00000119684	0
ENSG00000119714	1
ENSG00000119723	4
ENSG00000119725	1
ENSG00000119778	0
ENSG00000119801	0
ENSG00000119812	4
ENSG00000119820	3
ENSG00000119844	2
ENSG00000119899	3
ENSG00000119912	0
ENSG00000119927	2
ENSG00000119929	2
ENSG00000119965	1
ENSG00000119969	2
ENSG00000119977	3
ENSG00000119979	0
ENSG00000120008	0
ENSG00000120029	4
ENSG00000120053	3
ENSG00000120129	4
ENSG00000120137	2
ENSG00000120159	0
ENSG00000120217	1
ENSG00000120254	1
ENSG00000120256	0
ENSG00000120280	0
ENSG00000120370	0
ENSG00000120437	0
ENSG00000120451	0
ENSG00000120458	2
ENSG00000120616	3
ENSG00000120656	3
ENSG00000120662	2
ENSG00000120675	4
ENSG00000120686	4
ENSG00000120709	1
ENSG00000120727	4
ENSG00000120733	2
ENSG00000120784	0
ENSG00000120802	4
ENSG00000120832	4
ENSG00000120833	4
ENSG00000120875	2
ENSG00000120885	4
ENSG00000120889	4
ENSG00000120899	1
ENSG00000120910	4
ENSG00000120913	2
ENSG00000120915	2
ENSG00000120942	3
ENSG00000120963	0
ENSG00000121039	4
ENSG00000121057	4
ENSG00000121058	1
ENSG00000121060	2
ENSG00000121064	1
ENSG00000121067	1
ENSG00000121104	4
ENSG00000121211	3
ENSG00000121281	3
ENSG00000121310	3
ENSG00000121390	2
ENSG00000121406	3
ENSG00000121417	1
ENSG00000121481	0
ENSG00000121486	1
ENSG00000121542	4
ENSG00000121594	0
ENSG00000121644	3
ENSG00000121671	2
ENSG00000121680	0
ENSG00000121691	0
ENSG00000121716	2
ENSG00000121749	4
ENSG00000121775	2
ENSG00000121807	0
ENSG00000121851	4
ENSG00000121879	2
ENSG00000121895	0
ENSG00000121931	4
ENSG00000121940	2
ENSG00000121966	4
ENSG00000122034	3
ENSG00000122042	1
ENSG00000122068	2
ENSG00000122085	2
ENSG00000122122	1
ENSG00000122188	4
ENSG00000122299	0
ENSG00000122359	2
ENSG00000122378	1
ENSG00000122390	2
ENSG00000122481	0
ENSG00000122482	1
ENSG00000122490	1
ENSG00000122507	3
ENSG00000122515	3
ENSG00000122550	1
ENSG00000122557	4
ENSG00000122566	0
ENSG00000122591	3
ENSG00000122644	3
ENSG00000122678	2
ENSG00000122687	3
ENSG00000122694	1
ENSG00000122696	0
ENSG00000122705	4
ENSG00000122729	2
ENSG00000122783	3
ENSG00000122862	3
ENSG00000122884	1
ENSG00000122912	4
ENSG00000122958	3
ENSG00000122966	1
ENSG00000122971	0
ENSG00000122986	3
ENSG00000123080	0
ENSG00000123091	0
ENSG00000123104	2
ENSG00000123106	2
ENSG00000123124	0
ENSG00000123130	0
ENSG00000123146	0
ENSG00000123159	0
ENSG00000123178	1
ENSG00000123179	0
ENSG00000123268	2
ENSG00000123297	4
ENSG00000123329	1
ENSG00000123338	2
ENSG00000123353	4
ENSG00000123360	2
ENSG00000123374	2
ENSG00000123395	2
ENSG00000123415	1
ENSG00000123472	0
ENSG00000123505	3
ENSG00000123545	1
ENSG00000123552	2
ENSG00000123562	1
ENSG00000123575	2
ENSG00000123595	3
ENSG00000123609	0
ENSG00000123643	3
ENSG00000123685	0
ENSG00000123689	2
ENSG00000123728	3
ENSG00000123933	3
ENSG00000123983	0
ENSG00000123989	1
ENSG00000123992	0
ENSG00000124067	0
ENSG00000124098	1
ENSG00000124120	1
ENSG00000124155	4
ENSG00000124164	2
ENSG00000124172	4
ENSG00000124177	3
ENSG00000124181	3
ENSG00000124193	3
ENSG00000124201	3
ENSG00000124214	2
ENSG00000124222	2
ENSG00000124226	3
ENSG00000124243	0
ENSG00000124275	3
ENSG00000124299	3
ENSG00000124356	3
ENSG00000124357	0
ENSG00000124406	4
ENSG00000124422	3
ENSG00000124444	4
ENSG00000124486	0
ENSG00000124523	2
ENSG00000124532	4
ENSG00000124535	0
ENSG00000124575	4
ENSG00000124587	0
ENSG00000124588	2
ENSG00000124596	2
ENSG00000124641	2
ENSG00000124762	1
ENSG00000124767	2
ENSG00000124782	1
ENSG00000124783	4
ENSG00000124786	4
ENSG00000124795	2
ENSG00000124802	0
ENSG00000125089	2
ENSG00000125124	1
ENSG00000125148	1
ENSG00000125149	1
ENSG00000125166	1
ENSG00000125170	1
ENSG00000125245	2
ENSG00000125246	4
ENSG00000125247	4
ENSG00000125304	1
ENSG00000125430	1
ENSG00000125454	2
ENSG00000125457	1
ENSG00000125458	4
ENSG00000125503	3
ENSG00000125520	4
ENSG00000125534	2
ENSG00000125611	2
ENSG00000125629	1
ENSG00000125633	1
ENSG00000125637	0
ENSG00000125648	4
ENSG00000125652	2
ENSG00000125656	3
ENSG00000125703	1
ENSG00000125726	3
ENSG00000125731	4
ENSG00000125735	2
ENSG00000125741	2
ENSG00000125746	3
ENSG00000125753	2
ENSG00000125772	2
ENSG00000125779	2
ENSG00000125814	1
ENSG00000125817	2
ENSG00000125818	4
ENSG00000125821	4
ENSG00000125827	4
ENSG00000125834	2
ENSG00000125843	0
ENSG00000125844	2
ENSG00000125846	2
ENSG00000125863	3
ENSG00000125868	1
ENSG00000125870	0
ENSG00000125875	0
ENSG00000125885	3
ENSG00000125912	4
ENSG00000125944	4
ENSG00000125945	1
ENSG00000125952	3
ENSG00000125962	3
ENSG00000125967	0
ENSG00000125970	1
ENSG00000125991	3
ENSG00000126062	0
ENSG00000126070	3
ENSG00000126091	4
ENSG00000126214	1
ENSG00000126243	1
ENSG00000126247	3
ENSG00000126249	3
ENSG00000126267	0
ENSG00000126353	4
ENSG00000126432	3
ENSG00000126464	1
ENSG00000126522	3
ENSG00000126561	3
ENSG00000126602	0
ENSG00000126705	3
ENSG00000126709	3
ENSG00000126746	2
ENSG00000126767	3
ENSG00000126773	2
ENSG00000126775	4
ENSG00000126777	1
ENSG00000126787	0
ENSG00000126821	1
ENSG00000126860	3
ENSG00000126870	3
ENSG00000126882	2
ENSG00000126934	1
ENSG00000126953	4
ENSG00000127022	4
ENSG00000127081	2
ENSG00000127084	3
ENSG00000127184	3
ENSG00000127191	3
ENSG00000127311	4
ENSG00000127334	0
ENSG00000127452	0
ENSG00000127511	3
ENSG00000127526	4
ENSG00000127540	2
ENSG00000127586	3
ENSG00000127663	3
ENSG00000127666	1
ENSG00000127824	3
ENSG00000127884	0
ENSG00000127914	2
ENSG00000127947	4
ENSG00000127948	4
ENSG00000127951	0
ENSG00000127989	0
ENSG00000128016	4
ENSG00000128039	3
ENSG00000128203	3
ENSG00000128228	1
ENSG00000128284	1
ENSG00000128335	1
ENSG00000128340	2
ENSG00000128463	2
ENSG00000128578	0
ENSG00000128581	4
ENSG00000128585	1
ENSG00000128595	3
ENSG00000128607	4
ENSG00000128708	1
ENSG00000128791	2
ENSG00000128829	2
ENSG00000128881	4
ENSG00000128891	0
ENSG00000128915	3
ENSG00000128923	3
ENSG00000128928	3
ENSG00000128944	1
ENSG00000129103	1
ENSG00000129158	1
ENSG00000129187	1
ENSG00000129250	4
ENSG00000129292	3
ENSG00000129353	3
ENSG00000129465	0
ENSG00000129472	4
ENSG00000129480	4
ENSG00000129625	1
ENSG00000129667	4
ENSG00000129675	4
ENSG00000129680	3
ENSG00000129932	0
ENSG00000130005	2
ENSG00000130038	0
ENSG00000130066	1
ENSG00000130175	4
ENSG00000130193	4
ENSG00000130227	4
ENSG00000130254	4
ENSG00000130305	4
ENSG00000130309	1
ENSG00000130340	2
ENSG00000130363	4
ENSG00000130382	4
ENSG00000130396	1
ENSG00000130402	1
ENSG00000130414	3
ENSG00000130429	4
ENSG00000130449	2
ENSG00000130475	4
ENSG00000130487	0
ENSG00000130511	1
ENSG00000130522	1
ENSG00000130544	0
ENSG00000130560	2
ENSG00000130590	4
ENSG00000130669	3
ENSG00000130684	4
ENSG00000130706	2
ENSG00000130714	1
ENSG00000130717	1
ENSG00000130731	2
ENSG00000130734	3
ENSG00000130749	3
ENSG00000130755	0
ENSG00000130758	2
ENSG00000130764	4
ENSG00000130766	4
ENSG00000130770	0
ENSG00000130775	0
ENSG00000130779	0
ENSG00000130787	0
ENSG00000130803	4
ENSG00000130813	2
ENSG00000130818	1
ENSG00000130827	0
ENSG00000130830	3
ENSG00000130844	0
ENSG00000130939	4
ENSG00000131023	1
ENSG00000131089	3
ENSG00000131115	4
ENSG00000131116	4
ENSG00000131127	4
ENSG00000131171	3
ENSG00000131236	2
ENSG00000131238	1
ENSG00000131263	2
ENSG00000131323	3
ENSG00000131374	3
ENSG00000131375	3
ENSG00000131378	1
ENSG00000131389	2
ENSG00000131408	2
ENSG00000131437	3
ENSG00000131446	2
ENSG00000131473	3
ENSG00000131504	4
ENSG00000131507	1
ENSG00000131508	4
ENSG00000131584	0
ENSG00000131591	2
ENSG00000131634	3
ENSG00000131759	3
ENSG00000131779	4
ENSG00000131791	4
ENSG00000131844	1
ENSG00000131845	2
ENSG00000131871	0
ENSG00000131943	1
ENSG00000131981	0
ENSG00000132002	4
ENSG00000132003	2
ENSG00000132005	3
ENSG00000132017	4
ENSG00000132109	4
ENSG00000132153	1
ENSG00000132199	4
ENSG00000132254	3
ENSG00000132256	2
ENSG00000132274	4
ENSG00000132286	1
ENSG00000132326	0
ENSG00000132329	3
ENSG00000132330	1
ENSG00000132356	3
ENSG00000132357	4
ENSG00000132361	3
ENSG00000132388	0
ENSG00000132406	2
ENSG00000132434	4
ENSG00000132436	0
ENSG00000132463	0
ENSG00000132466	2
ENSG00000132471	1
ENSG00000132475	3
ENSG00000132481	0
ENSG00000132485	2
ENSG00000132522	2
ENSG00000132530	1
ENSG00000132549	4
ENSG00000132612	1
ENSG00000132623	0
ENSG00000132670	1
ENSG00000132676	4
ENSG00000132680	1
ENSG00000132718	0
ENSG00000132768	3
ENSG00000132823	3
ENSG00000132824	1
ENSG00000132849	0
ENSG00000132879	3
ENSG00000132906	3
ENSG00000132950	4
ENSG00000132953	2
ENSG00000132964	4
ENSG00000132965	3
ENSG00000133027	3
ENSG00000133030	4
ENSG00000133056	0
ENSG00000133059	1
ENSG00000133065	0
ENSG00000133104	4
ENSG00000133106	4
ENSG00000133111	3
ENSG00000133195	3
ENSG00000133247	2
ENSG00000133265	0
ENSG00000133275	4
ENSG00000133313	0
ENSG00000133315	2
ENSG00000133318	1
ENSG00000133321	0
ENSG00000133393	0
ENSG00000133460	4
ENSG00000133561	1
ENSG00000133574	2
ENSG00000133597	1
ENSG00000133612	4
ENSG00000133641	1
ENSG00000133657	0
ENSG00000133678	2
ENSG00000133703	2
ENSG00000133704	1
ENSG00000133794	3
ENSG00000133805	1
ENSG00000133818	1
ENSG00000133835	1
ENSG00000133943	0
ENSG00000133961	3
ENSG00000133983	3
ENSG00000133985	3
ENSG00000134014	2
ENSG00000134049	3
ENSG00000134057	1
ENSG00000134077	1
ENSG00000134086	2
ENSG00000134107	0
ENSG00000134108	0
ENSG00000134109	1
ENSG00000134146	3
ENSG00000134202	3
ENSG00000134242	2
ENSG00000134250	4
ENSG00000134265	3
ENSG00000134285	2
ENSG00000134287	0
ENSG00000134291	4
ENSG00000134294	0
ENSG00000134308	1
ENSG00000134318	2
ENSG00000134324	1
ENSG00000134326	4
ENSG00000134330	4
ENSG00000134352	4
ENSG00000134375	3
ENSG00000134453	3
ENSG00000134460	4
ENSG00000134490	2
ENSG00000134516	4
ENSG00000134574	1
ENSG00000134590	1
ENSG00000134594	1
ENSG00000134602	1
ENSG00000134644	0
ENSG00000134686	4
ENSG00000134802	4
ENSG00000134815	1
ENSG00000134852	1
ENSG00000134884	0
ENSG00000134897	1
ENSG00000134899	3
ENSG00000134901	1
ENSG00000134910	2
ENSG00000134970	2
ENSG00000134986	4
ENSG00000135002	0
ENSG00000135018	2
ENSG00000135040	2
ENSG00000135046	2
ENSG00000135048	2
ENSG00000135049	1
ENSG00000135069	0
ENSG00000135090	3
ENSG00000135108	0
ENSG00000135114	4
ENSG00000135124	0
ENSG00000135127	3
ENSG00000135148	0
ENSG00000135164	4
ENSG00000135185	2
ENSG00000135241	2
ENSG00000135245	2
ENSG00000135250	0
ENSG00000135269	4
ENSG00000135272	2
ENSG00000135297	3
ENSG00000135315	0
ENSG00000135317	2
ENSG00000135318	3
ENSG00000135390	4
ENSG00000135392	0
ENSG00000135404	4
ENSG00000135441	0
ENSG00000135451	0
ENSG00000135452	3
ENSG00000135457	1
ENSG00000135469	3
ENSG00000135506	4
ENSG00000135535	4
ENSG00000135541	4
ENSG00000135587	3
ENSG00000135596	2
ENSG00000135604	0
ENSG00000135631	3
ENSG00000135655	0
ENSG00000135686	0
ENSG00000135709	2
ENSG00000135720	0
ENSG00000135723	3
ENSG00000135736	0
ENSG00000135749	3
ENSG00000135766	4
ENSG00000135823	1
ENSG00000135828	2
ENSG00000135842	3
ENSG00000135845	0
ENSG00000135870	3
ENSG00000135912	1
ENSG00000135916	4
ENSG00000135924	3
ENSG00000135926	0
ENSG00000135930	1
ENSG00000135932	1
ENSG00000135966	0
ENSG00000135968	4
ENSG00000135974	3
ENSG00000135976	3
ENSG00000135999	4
ENSG00000136014	2
ENSG00000136021	4
ENSG00000136026	0
ENSG00000136048	0
ENSG00000136051	4
ENSG00000136068	0
ENSG00000136141	1
ENSG00000136144	2
ENSG00000136147	4
ENSG00000136156	2
ENSG00000136159	4
ENSG00000136161	2
ENSG00000136167	4
ENSG00000136213	2
ENSG00000136238	4
ENSG00000136240	2
ENSG00000136243	2
ENSG00000136247	4
ENSG00000136279	2
ENSG00000136280	0
ENSG00000136286	4
ENSG00000136319	3
ENSG00000136404	1
ENSG00000136451	0
ENSG00000136478	2
ENSG00000136490	3
ENSG00000136521	3
ENSG00000136560	1
ENSG00000136603	4
ENSG00000136731	3
ENSG00000136732	4
ENSG00000136738	0
ENSG00000136754	1
ENSG00000136758	2
ENSG00000136770	1
ENSG00000136783	4
ENSG00000136802	0
ENSG00000136811	3
ENSG00000136813	1
ENSG00000136816	2
ENSG00000136827	1
ENSG00000136840	0
ENSG00000136854	1
ENSG00000136861	2
ENSG00000136867	2
ENSG00000136870	1
ENSG00000136874	1
ENSG00000136877	1
ENSG00000136878	2
ENSG00000136908	0
ENSG00000136933	3
ENSG00000136935	4
ENSG00000136936	0
ENSG00000136940	3
ENSG00000136950	1
ENSG00000136982	2
ENSG00000136986	3
ENSG00000137040	4
ENSG00000137055	3
ENSG00000137073	2
ENSG00000137074	2
ENSG00000137078	4
ENSG00000137106	0
ENSG00000137124	4
ENSG00000137135	2
ENSG00000137145	2
ENSG00000137161	1
ENSG00000137166	2
ENSG00000137200	3
ENSG00000137207	4
ENSG00000137210	2
ENSG00000137218	2
ENSG00000137274	2
ENSG00000137275	3
ENSG00000137288	1
ENSG00000137343	4
ENSG00000137404	0
ENSG00000137409	4
ENSG00000137449	1
ENSG00000137478	4
ENSG00000137486	3
ENSG00000137500	3
ENSG00000137501	0
ENSG00000137502	3
ENSG00000137504	3
ENSG00000137513	3
ENSG00000137522	4
ENSG00000137563	0
ENSG00000137575	3
ENSG00000137601	1
ENSG00000137628	0
ENSG00000137642	3
ENSG00000137692	3
ENSG00000137700	4
ENSG00000137713	2
ENSG00000137720	0
ENSG00000137760	3
ENSG00000137767	1
ENSG00000137770	1
ENSG00000137776	4
ENSG00000137802	4
ENSG00000137806	0
ENSG00000137817	1
ENSG00000137824	4
ENSG00000137841	4
ENSG00000137842	3
ENSG00000137871	1
ENSG00000137880	1
ENSG00000137959	1
ENSG00000137965	0
ENSG00000137992	0
ENSG00000137996	0
ENSG00000138002	2
ENSG00000138018	4
ENSG00000138030	2
ENSG00000138031	4
ENSG00000138032	4
ENSG00000138036	2
ENSG00000138050	1
ENSG00000138061	2
ENSG00000138081	2
ENSG00000138107	0
ENSG00000138111	0
ENSG00000138134	0
ENSG00000138138	0
ENSG00000138182	2
ENSG00000138190	0
ENSG00000138246	4
ENSG00000138378	3
ENSG00000138381	4
ENSG00000138386	2
ENSG00000138398	3
ENSG00000138399	2
ENSG00000138413	4
ENSG00000138434	4
ENSG00000138448	0
ENSG00000138468	1
ENSG00000138495	4
ENSG00000138593	3
ENSG00000138594	0
ENSG00000138600	3
ENSG00000138604	1
ENSG00000138617	3
ENSG00000138629	2
ENSG00000138641	0
ENSG00000138642	1
ENSG00000138646	3
ENSG00000138668	0
ENSG00000138674	1
ENSG00000138678	2
ENSG00000138686	0
ENSG00000138688	1
ENSG00000138698	3
ENSG00000138709	0
ENSG00000138744	1
ENSG00000138756	4
ENSG00000138757	2
ENSG00000138758	1
ENSG00000138760	1
ENSG00000138767	4
ENSG00000138794	2
ENSG00000138796	3
ENSG00000138801	4
ENSG00000138802	3
ENSG00000138814	4
ENSG00000138821	1
ENSG00000138834	3
ENSG00000138942	0
ENSG00000138964	3
ENSG00000139116	4
ENSG00000139131	4
ENSG00000139146	4
ENSG00000139154	2
ENSG00000139163	1
ENSG00000139180	2
ENSG00000139182	3
ENSG00000139190	3
ENSG00000139192	3
ENSG00000139193	2
ENSG00000139211	4
ENSG00000139233	0
ENSG00000139278	4
ENSG00000139291	2
ENSG00000139323	4
ENSG00000139370	2
ENSG00000139372	1
ENSG00000139428	0
ENSG00000139433	2
ENSG00000139437	4
ENSG00000139505	0
ENSG00000139597	0
ENSG00000139626	1
ENSG00000139629	1
ENSG00000139636	4
ENSG00000139637	1
ENSG00000139644	1
ENSG00000139651	0
ENSG00000139668	4
ENSG00000139679	0
ENSG00000139684	4
ENSG00000139687	4
ENSG00000139722	1
ENSG00000139725	4
ENSG00000139726	0
ENSG00000139734	1
ENSG00000139842	4
ENSG00000139921	1
ENSG00000139926	2
ENSG00000139990	0
ENSG00000140006	2
ENSG00000140030	0
ENSG00000140153	2
ENSG00000140157	4
ENSG00000140262	1
ENSG00000140264	4
ENSG00000140280	0
ENSG00000140284	3
ENSG00000140299	3
ENSG00000140320	3
ENSG00000140350	4
ENSG00000140365	0
ENSG00000140367	3
ENSG00000140368	1
ENSG00000140374	3
ENSG00000140386	0
ENSG00000140391	1
ENSG00000140396	2
ENSG00000140406	0
ENSG00000140443	1
ENSG00000140451	0
ENSG00000140455	4
ENSG00000140464	2
ENSG00000140497	1
ENSG00000140511	0
ENSG00000140521	3
ENSG00000140526	1
ENSG00000140545	4
ENSG00000140563	3
ENSG00000140575	2
ENSG00000140688	2
ENSG00000140743	4
ENSG00000140750	0
ENSG00000140853	2
ENSG00000140876	4
ENSG00000140931	2
ENSG00000140983	3
ENSG00000141002	0
ENSG00000141034	0
ENSG00000141068	4
ENSG00000141084	2
ENSG00000141098	4
ENSG00000141127	1
ENSG00000141258	4
ENSG00000141293	4
ENSG00000141295	4
ENSG00000141376	2
ENSG00000141380	4
ENSG00000141401	1
ENSG00000141446	1
ENSG00000141452	2
ENSG00000141504	0
ENSG00000141522	3
ENSG00000141551	2
ENSG00000141560	2
ENSG00000141568	1
ENSG00000141569	1
ENSG00000141576	0
ENSG00000141577	4
ENSG00000141627	1
ENSG00000141646	3
ENSG00000141664	4
ENSG00000141682	3
ENSG00000141698	0
ENSG00000141858	3
ENSG00000141873	2
ENSG00000141933	2
ENSG00000141956	3
ENSG00000141965	2
ENSG00000141968	0
ENSG00000141971	4
ENSG00000141994	0
ENSG00000142039	2
ENSG00000142065	1
ENSG00000142082	2
ENSG00000142089	2
ENSG00000142102	4
ENSG00000142166	4
ENSG00000142188	1
ENSG00000142192	1
ENSG00000142197	2
ENSG00000142208	1
ENSG00000142327	0
ENSG00000142347	0
ENSG00000142453	1
ENSG00000142556	2
ENSG00000142684	0
ENSG00000142694	3
ENSG00000142765	3
ENSG00000142875	3
ENSG00000142892	3
ENSG00000142945	2
ENSG00000143033	4
ENSG00000143093	4
ENSG00000143119	4
ENSG00000143149	2
ENSG00000143153	0
ENSG00000143155	2
ENSG00000143157	0
ENSG00000143162	4
ENSG00000143179	3
ENSG00000143183	1
ENSG00000143198	1
ENSG00000143207	1
ENSG00000143222	0
ENSG00000143258	1
ENSG00000143315	0
ENSG00000143321	0
ENSG00000143322	1
ENSG00000143324	4
ENSG00000143337	4
ENSG00000143353	0
ENSG00000143373	3
ENSG00000143376	1
ENSG00000143379	3
ENSG00000143390	4
ENSG00000143398	4
ENSG00000143401	3
ENSG00000143418	2
ENSG00000143420	1
ENSG00000143437	1
ENSG00000143457	3
ENSG00000143479	1
ENSG00000143499	4
ENSG00000143507	1
ENSG00000143514	0
ENSG00000143537	2
ENSG00000143553	1
ENSG00000143570	2
ENSG00000143614	3
ENSG00000143622	4
ENSG00000143641	1
ENSG00000143653	2
ENSG00000143669	2
ENSG00000143761	2
ENSG00000143811	1
ENSG00000143815	0
ENSG00000143851	3
ENSG00000143862	1
ENSG00000143870	4
ENSG00000143889	2
ENSG00000143891	2
ENSG00000143924	0
ENSG00000143933	3
ENSG00000143942	3
ENSG00000143971	2
ENSG00000144021	4
ENSG00000144036	3
ENSG00000144040	3
ENSG00000144043	1
ENSG00000144048	3
ENSG00000144118	1
ENSG00000144136	4
ENSG00000144199	0
ENSG00000144283	1
ENSG00000144320	0
ENSG00000144354	0
ENSG00000144395	1
ENSG00000144451	0
ENSG00000144455	1
ENSG00000144468	2
ENSG00000144504	1
ENSG00000144524	2
ENSG00000144535	3
ENSG00000144554	2
ENSG00000144560	2
ENSG00000144566	2
ENSG00000144579	3
ENSG00000144589	0
ENSG00000144591	0
ENSG00000144597	1
ENSG00000144635	2
ENSG00000144647	2
ENSG00000144655	0
ENSG00000144746	2
ENSG00000144749	3
ENSG00000144791	0
ENSG00000144802	4
ENSG00000144815	1
ENSG00000144827	1
ENSG00000144843	1
ENSG00000144909	4
ENSG00000144959	0
ENSG00000145022	2
ENSG00000145050	0
ENSG00000145214	0
ENSG00000145287	4
ENSG00000145293	3
ENSG00000145331	0
ENSG00000145332	1
ENSG00000145349	3
ENSG00000145354	1
ENSG00000145390	2
ENSG00000145439	1
ENSG00000145494	4
ENSG00000145569	4
ENSG00000145649	4
ENSG00000145687	1
ENSG00000145715	3
ENSG00000145740	4
ENSG00000145743	3
ENSG00000145780	4
ENSG00000145781	0
ENSG00000145817	3
ENSG00000145860	1
ENSG00000145868	1
ENSG00000145882	2
ENSG00000145901	1
ENSG00000145911	1
ENSG00000145916	3
ENSG00000145919	3
ENSG00000145945	0
ENSG00000145979	3
ENSG00000146063	4
ENSG00000146066	3
ENSG00000146067	0
ENSG00000146083	1
ENSG00000146247	1
ENSG00000146278	4
ENSG00000146281	3
ENSG00000146376	1
ENSG00000146386	0
ENSG00000146409	0
ENSG00000146414	0
ENSG00000146416	3
ENSG00000146425	3
ENSG00000146587	0
ENSG00000146676	2
ENSG00000146729	4
ENSG00000146757	3
ENSG00000146802	2
ENSG00000146834	4
ENSG00000146842	4
ENSG00000146858	1
ENSG00000146859	1
ENSG00000146918	4
ENSG00000147010	0
ENSG00000147050	3
ENSG00000147065	3
ENSG00000147099	2
ENSG00000147118	4
ENSG00000147121	3
ENSG00000147124	3
ENSG00000147130	0
ENSG00000147140	1
ENSG00000147155	3
ENSG00000147164	1
ENSG00000147202	1
ENSG00000147224	3
ENSG00000147231	4
ENSG00000147251	2
ENSG00000147316	1
ENSG00000147364	3
ENSG00000147439	4
ENSG00000147443	1
ENSG00000147454	0
ENSG00000147471	4
ENSG00000147533	3
ENSG00000147535	1
ENSG00000147592	3
ENSG00000147601	4
ENSG00000147649	3
ENSG00000147813	4
ENSG00000147853	1
ENSG00000147889	3
ENSG00000147894	4
ENSG00000147905	1
ENSG00000147955	0
ENSG00000148019	3
ENSG00000148057	3
ENSG00000148090	3
ENSG00000148154	2
ENSG00000148158	2
ENSG00000148175	4
ENSG00000148229	4
ENSG00000148334	0
ENSG00000148335	1
ENSG00000148337	1
ENSG00000148343	2
ENSG00000148384	4
ENSG00000148396	3
ENSG00000148400	2
ENSG00000148459	2
ENSG00000148481	1
ENSG00000148484	2
ENSG00000148516	3
ENSG00000148572	4
ENSG00000148660	0
ENSG00000148690	3
ENSG00000148719	0
ENSG00000148730	4
